"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.image_url1","Answer.answer","Turkle.Username"
"42422","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3534","53","Wed Mar 03 13:54:33 UTC 2021","Wed Mar 03 13:54:36 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1401/1401_line_num.png"," No ","Prabhat"
"42423","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3535","53","Wed Mar 03 13:54:36 UTC 2021","Wed Mar 03 13:54:43 UTC 2021","7","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/560/560_density_num.png"," 2 ","Prabhat"
"42424","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3536","53","Wed Mar 03 13:54:43 UTC 2021","Wed Mar 03 13:54:47 UTC 2021","3","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/16/16_line_num.png"," No ","Prabhat"
"42425","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3537","53","Wed Mar 03 13:54:47 UTC 2021","Wed Mar 03 13:54:52 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1086/1086_density_num.png"," 2 ","Prabhat"
"42426","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3538","53","Wed Mar 03 13:54:52 UTC 2021","Wed Mar 03 13:54:54 UTC 2021","1","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/365/365_line_num.png"," No ","Prabhat"
"42427","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3539","53","Wed Mar 03 13:54:54 UTC 2021","Wed Mar 03 13:54:57 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/117/117_scatter_num.png"," No ","Prabhat"
"42428","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3540","53","Wed Mar 03 13:54:57 UTC 2021","Wed Mar 03 13:54:59 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/60/60_density_num.png"," No ","Prabhat"
"42429","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3541","53","Wed Mar 03 13:54:59 UTC 2021","Wed Mar 03 13:55:02 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1366/1366_scatter_num.png"," No ","Prabhat"
"42430","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3542","53","Wed Mar 03 13:55:02 UTC 2021","Wed Mar 03 13:55:06 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/849/849_density_num.png"," &gt;=4 ","Prabhat"
"42431","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3543","53","Wed Mar 03 13:55:06 UTC 2021","Wed Mar 03 13:55:10 UTC 2021","4","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/60/60_scatter_num.png"," 2 ","Prabhat"
"42432","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3544","53","Wed Mar 03 13:55:10 UTC 2021","Wed Mar 03 13:55:12 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/961/961_density_num.png"," No ","Prabhat"
"42433","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3545","53","Wed Mar 03 13:55:12 UTC 2021","Wed Mar 03 13:55:15 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/173/173_line_num.png"," No ","Prabhat"
"42434","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3546","53","Wed Mar 03 13:55:15 UTC 2021","Wed Mar 03 13:55:20 UTC 2021","5","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/1235/1235_density_num.png"," No ","Prabhat"
"42435","18","Q2_Cluster","Tue Feb 02 13:51:02 UTC 2021","1","86400","3547","53","Wed Mar 03 13:55:20 UTC 2021","Wed Mar 03 13:55:23 UTC 2021","2","https://raw.githubusercontent.com/ritvik06/turkle-data/master/turkle_data/838/838_line_num.png"," No ","Prabhat"
